"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"01A","Afognak Lake, AK","A43","Kodiak Island, AK",
"06A","Kizhuyak, AK","A43","Kodiak Island, AK",
"06A","Kizhuyak, AK","A43","Kodiak Island, AK",
"09A","Homer, AK","ADQ","Kodiak, AK",
"09A","Homer, AK","ADQ","Kodiak, AK",
"1B1","Hudson, NY","CTH","Coatesville, PA",
"1G4","Peach Springs, AZ","1G4","Peach Springs, AZ",
"1G4","Peach Springs, AZ","DQS","Whitmore, AZ",
"1G4","Peach Springs, AZ","GCN","Grand Canyon, AZ",
"1G4","Peach Springs, AZ","BLD","Boulder City, NV",
"1G4","Peach Springs, AZ","DQS","Whitmore, AZ",
"1G4","Peach Springs, AZ","BLD","Boulder City, NV",
"1TX","Dumas, TX","GUF","Gulf Shores, AL",
"1TX","Dumas, TX","SBP","San Luis Obispo, CA",
"1TX","Dumas, TX","SMF","Sacramento, CA",
"2TX","Brenham, TX","TN8","Nashville, TN",
"5TX","Edinburg, TX","ADS","Dallas, TX",
"6B0","Middlebury, VT","HPN","White Plains, NY",
"7AK","Akun, AK","ANC","Anchorage, AK",
"7AK","Akun, AK","DUT","Unalaska, AK",
"7AK","Akun, AK","DUT","Unalaska, AK",
"7AK","Akun, AK","KQA","Akutan, AK",
"7AK","Akun, AK","KQA","Akutan, AK",
"7AK","Akun, AK","DUT","Unalaska, AK",
"A03","Hallo Bay, AK","A43","Kodiak Island, AK",
"A03","Hallo Bay, AK","HOM","Homer, AK",
"A04","Red Lake, AK","KKL","Karluk Lake, AK",
"A04","Red Lake, AK","KKL","Karluk Lake, AK",
"A1K","Deadhorse1, AK","SCC","Deadhorse, AK",
"A1K","Deadhorse1, AK","A1K","Deadhorse1, AK",
"A20","Alpine, AK","SCC","Deadhorse, AK",
"A27","Pogo Mines, AK","FAI","Fairbanks, AK",
"A29","Kiluda Bay, AK","A43","Kodiak Island, AK",
"A43","Kodiak Island, AK","ALZ","Lazy Bay, AK",
"A43","Kodiak Island, AK","AOS","Amook Bay, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","KPY","Port Bailey, AK",
"A43","Kodiak Island, AK","ALZ","Lazy Bay, AK",
"A43","Kodiak Island, AK","AOS","Amook Bay, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","KOY","Olga Bay, AK",
"A43","Kodiak Island, AK","KPR","Port Williams, AK",
"A43","Kodiak Island, AK","KPY","Port Bailey, AK",
"A43","Kodiak Island, AK","KZB","Zachar Bay, AK",
"A43","Kodiak Island, AK","SYB","Seal Bay, AK",
"A43","Kodiak Island, AK","UGI","Uganik, AK",
"A43","Kodiak Island, AK","A43","Kodiak Island, AK",
"A43","Kodiak Island, AK","KKL","Karluk Lake, AK",
"A43","Kodiak Island, AK","06A","Kizhuyak, AK",
"A43","Kodiak Island, AK","ALZ","Lazy Bay, AK",
"A43","Kodiak Island, AK","DGB","Danger Bay, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","TOG","Togiak, AK",
"A43","Kodiak Island, AK","ONN","Onion Bay, AK",
"A43","Kodiak Island, AK","RSP","Raspberry Strait, AK",
"A43","Kodiak Island, AK","SYB","Seal Bay, AK",
"A43","Kodiak Island, AK","WDB","Wide Bay, AK",
"A43","Kodiak Island, AK","A43","Kodiak Island, AK",
"A43","Kodiak Island, AK","KKL","Karluk Lake, AK",
"A43","Kodiak Island, AK","01A","Afognak Lake, AK",
"A43","Kodiak Island, AK","06A","Kizhuyak, AK",
"A43","Kodiak Island, AK","A03","Hallo Bay, AK",
"A43","Kodiak Island, AK","A04","Red Lake, AK",
"A43","Kodiak Island, AK","A29","Kiluda Bay, AK",
"A43","Kodiak Island, AK","A65","Karluk Portage, AK",
"A43","Kodiak Island, AK","ALZ","Lazy Bay, AK",
"A43","Kodiak Island, AK","AOS","Amook Bay, AK",
"A43","Kodiak Island, AK","DGB","Danger Bay, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","OLH","Old Harbor, AK",
"A43","Kodiak Island, AK","ONN","Onion Bay, AK",
"A43","Kodiak Island, AK","SYB","Seal Bay, AK",
"A65","Karluk Portage, AK","A43","Kodiak Island, AK",
"A72","Chinitna Bay, AK","HOM","Homer, AK",
"ABE","Allentown/Bethlehem/Easton, PA","ORD","Chicago, IL",
"ABE","Allentown/Bethlehem/Easton, PA","LGA","New York, NY",
"ABE","Allentown/Bethlehem/Easton, PA","MEM","Memphis, TN",
"ABE","Allentown/Bethlehem/Easton, PA","IND","Indianapolis, IN",
"ABE","Allentown/Bethlehem/Easton, PA","MYR","Myrtle Beach, SC",
"ABE","Allentown/Bethlehem/Easton, PA","SFB","Sanford, FL",
"ABE","Allentown/Bethlehem/Easton, PA","PGD","Punta Gorda, FL",
"ABE","Allentown/Bethlehem/Easton, PA","MYR","Myrtle Beach, SC",
"ABE","Allentown/Bethlehem/Easton, PA","SFB","Sanford, FL",
"ABE","Allentown/Bethlehem/Easton, PA","BNA","Nashville, TN",
"ABE","Allentown/Bethlehem/Easton, PA","PIE","St. Petersburg, FL",
"ABE","Allentown/Bethlehem/Easton, PA","FLL","Fort Lauderdale, FL",
"ABE","Allentown/Bethlehem/Easton, PA","SAV","Savannah, GA",
"ABE","Allentown/Bethlehem/Easton, PA","PGD","Punta Gorda, FL",
"ABE","Allentown/Bethlehem/Easton, PA","ORD","Chicago, IL",
"ABE","Allentown/Bethlehem/Easton, PA","ORD","Chicago, IL",
"ABE","Allentown/Bethlehem/Easton, PA","DTW","Detroit, MI",
"ABE","Allentown/Bethlehem/Easton, PA","ATL","Atlanta, GA",
"ABE","Allentown/Bethlehem/Easton, PA","DTW","Detroit, MI",
"ABE","Allentown/Bethlehem/Easton, PA","CLT","Charlotte, NC",
"ABE","Allentown/Bethlehem/Easton, PA","ILM","Wilmington, NC",
"ABE","Allentown/Bethlehem/Easton, PA","CLT","Charlotte, NC",
"ABE","Allentown/Bethlehem/Easton, PA","ONT","Ontario, CA",
"ABE","Allentown/Bethlehem/Easton, PA","SMF","Sacramento, CA",
"ABE","Allentown/Bethlehem/Easton, PA","ILN","Wilmington, OH",
"ABE","Allentown/Bethlehem/Easton, PA","AFW","Dallas/Fort Worth, TX",
"ABE","Allentown/Bethlehem/Easton, PA","LAL","Lakeland, FL",
"ABE","Allentown/Bethlehem/Easton, PA","YIP","Detroit, MI",
"ABE","Allentown/Bethlehem/Easton, PA","IAD","Washington, DC",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","LBB","Lubbock, TX",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","AUS","Austin, TX",
"ABI","Abilene, TX","GPT","Gulfport/Biloxi, MS",
"ABI","Abilene, TX","MAF","Midland/Odessa, TX",
"ABI","Abilene, TX","IAH","Houston, TX",
"ABI","Abilene, TX","COS","Colorado Springs, CO",
"ABI","Abilene, TX","IFP","Bullhead City, AZ",
"ABI","Abilene, TX","SJT","San Angelo, TX",
"ABL","Ambler, AK","RLU","Bornite/Ruby Creek, AK",
"ABL","Ambler, AK","FAI","Fairbanks, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","WLK","Selawik, AK",
"ABL","Ambler, AK","ORV","Noorvik, AK",
"ABL","Ambler, AK","IAN","Kiana, AK",
"ABL","Ambler, AK","OBU","Kobuk, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","IAN","Kiana, AK",
"ABL","Ambler, AK","WTK","Noatak, AK",
"ABL","Ambler, AK","OBU","Kobuk, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","RDB","Red Dog, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","ORD","Chicago, IL",
"ABQ","Albuquerque, NM","ORD","Chicago, IL",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","AUS","Austin, TX",
"ABQ","Albuquerque, NM","LAW","Lawton/Fort Sill, OK",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","ATL","Atlanta, GA",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","AUS","Austin, TX",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","ELP","El Paso, TX",
"ABQ","Albuquerque, NM","SLC","Salt Lake City, UT",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","SNA","Santa Ana, CA",
"ABQ","Albuquerque, NM","SDF","Louisville, KY",
"ABQ","Albuquerque, NM","ELP","El Paso, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","FMN","Farmington, NM",
"ABQ","Albuquerque, NM","DRO","Durango, CO",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","MEM","Memphis, TN",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","LBB","Lubbock, TX",
"ABQ","Albuquerque, NM","MEM","Memphis, TN",
"ABQ","Albuquerque, NM","AFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","JFK","New York, NY",
"ABQ","Albuquerque, NM","PDX","Portland, OR",
"ABQ","Albuquerque, NM","SFO","San Francisco, CA",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","CNM","Carlsbad, NM",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","COS","Colorado Springs, CO",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","SEA","Seattle, WA",
"ABQ","Albuquerque, NM","SEA","Seattle, WA",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","FMN","Farmington, NM",
"ABQ","Albuquerque, NM","DRO","Durango, CO",
"ABQ","Albuquerque, NM","ORD","Chicago, IL",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","SLC","Salt Lake City, UT",
"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","SFO","San Francisco, CA",
"ABQ","Albuquerque, NM","AZA","Phoenix, AZ",
"ABQ","Albuquerque, NM","SAT","San Antonio, TX",
"ABQ","Albuquerque, NM","SVC","Silver City/Hurley, NM",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","MHR","Sacramento, CA",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","OAK","Oakland, CA",
"ABQ","Albuquerque, NM","BWI","Baltimore, MD",
"ABQ","Albuquerque, NM","DAL","Dallas, TX",
"ABQ","Albuquerque, NM","HOU","Houston, TX",
"ABQ","Albuquerque, NM","BNA","Nashville, TN",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","AUS","Austin, TX",
"ABQ","Albuquerque, NM","MDW","Chicago, IL",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","OAK","Oakland, CA",
"ABQ","Albuquerque, NM","DAL","Dallas, TX",
"ABQ","Albuquerque, NM","HOU","Houston, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","MDW","Chicago, IL",
"ABQ","Albuquerque, NM","COS","Colorado Springs, CO",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","OAK","Oakland, CA",
"ABQ","Albuquerque, NM","BWI","Baltimore, MD",
"ABQ","Albuquerque, NM","DAL","Dallas, TX",
"ABQ","Albuquerque, NM","HOU","Houston, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","MDW","Chicago, IL",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABR","Aberdeen, SD","FSD","Sioux Falls, SD",
"ABR","Aberdeen, SD","MSP","Minneapolis, MN",
"ABY","Albany, GA","MIA","Miami, FL",
"ABY","Albany, GA","MCO","Orlando, FL",
"ABY","Albany, GA","PBI","West Palm Beach/Palm Beach, FL",
"ABY","Albany, GA","SDF","Louisville, KY",
"ABY","Albany, GA","MSY","New Orleans, LA",
"ABY","Albany, GA","PNS","Pensacola, FL",
"ABY","Albany, GA","SDF","Louisville, KY",
"ABY","Albany, GA","ATL","Atlanta, GA",
"ABY","Albany, GA","ATL","Atlanta, GA",
"ACK","Nantucket, MA","LGA","New York, NY",
"ACK","Nantucket, MA","PVD","Providence, RI",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","BBX","Blue Bell, PA",
"ACK","Nantucket, MA","CON","Concord, NH",
"ACK","Nantucket, MA","BAF","Westfield, MA",
"ACK","Nantucket, MA","MMU","Morristown, NJ",
"ACK","Nantucket, MA","HVN","New Haven, CT",
"ACK","Nantucket, MA","PVD","Providence, RI",
"ACK","Nantucket, MA","LGA","New York, NY",
"ACK","Nantucket, MA","BED","Bedford, MA",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","BOS","Boston, MA",
"ACK","Nantucket, MA","TEB","Teterboro, NJ",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","TEB","Teterboro, NJ",
"ACK","Nantucket, MA","LGA","New York, NY",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","BOS","Boston, MA",
"ACK","Nantucket, MA","DCA","Washington, DC",
"ACK","Nantucket, MA","JFK","New York, NY",
"ACK","Nantucket, MA","ORD","Chicago, IL",
"ACK","Nantucket, MA","EWR","Newark, NJ",
"ACK","Nantucket, MA","IAD","Washington, DC",
"ACK","Nantucket, MA","HYA","Hyannis, MA",
"ACK","Nantucket, MA","MVY","Martha's Vineyard, MA",
"ACK","Nantucket, MA","EWB","New Bedford/Fall River, MA",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","BOS","Boston, MA",
"ACK","Nantucket, MA","JFK","New York, NY",
"ACK","Nantucket, MA","HYA","Hyannis, MA",
"ACK","Nantucket, MA","JFK","New York, NY",
"ACK","Nantucket, MA","OWD","Norwood, MA",
"ACK","Nantucket, MA","EWB","New Bedford/Fall River, MA",
"ACK","Nantucket, MA","PVD","Providence, RI",
"ACK","Nantucket, MA","BED","Bedford, MA",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACT","Waco, TX","DFW","Dallas/Fort Worth, TX",
"ACT","Waco, TX","DFW","Dallas/Fort Worth, TX",
"ACT","Waco, TX","DFW","Dallas/Fort Worth, TX",
"ACT","Waco, TX","STL","St. Louis, MO",
"ACT","Waco, TX","GGG","Longview, TX",
"ACT","Waco, TX","ICT","Wichita, KS",
"ACT","Waco, TX","BDL","Hartford, CT",
"ACV","Arcata/Eureka, CA","SMF","Sacramento, CA",
"ACV","Arcata/Eureka, CA","SMF","Sacramento, CA",
"ACV","Arcata/Eureka, CA","UKI","Ukiah, CA",
"ACV","Arcata/Eureka, CA","SMF","Sacramento, CA",
"ACV","Arcata/Eureka, CA","LAX","Los Angeles, CA",
"ACV","Arcata/Eureka, CA","LAX","Los Angeles, CA",
"ACV","Arcata/Eureka, CA","SFO","San Francisco, CA",
"ACV","Arcata/Eureka, CA","BUR","Burbank, CA",
"ACY","Atlantic City, NJ","JFK","New York, NY",
"ACY","Atlantic City, NJ","TPA","Tampa, FL",
"ACY","Atlantic City, NJ","MYR","Myrtle Beach, SC",
"ACY","Atlantic City, NJ","ATL","Atlanta, GA",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","RSW","Fort Myers, FL",
"ACY","Atlantic City, NJ","MCO","Orlando, FL",
"ACY","Atlantic City, NJ","PBI","West Palm Beach/Palm Beach, FL",
"ACY","Atlantic City, NJ","TPA","Tampa, FL",
"ACY","Atlantic City, NJ","MYR","Myrtle Beach, SC",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","RSW","Fort Myers, FL",
"ACY","Atlantic City, NJ","MCO","Orlando, FL",
"ACY","Atlantic City, NJ","PBI","West Palm Beach/Palm Beach, FL",
"ACY","Atlantic City, NJ","TPA","Tampa, FL",
"ACY","Atlantic City, NJ","MYR","Myrtle Beach, SC",
"ACY","Atlantic City, NJ","ATL","Atlanta, GA",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","RSW","Fort Myers, FL",
"ACY","Atlantic City, NJ","MCO","Orlando, FL",
"ACY","Atlantic City, NJ","BUF","Buffalo, NY",
"ACY","Atlantic City, NJ","BWI","Baltimore, MD",
"ACY","Atlantic City, NJ","LBE","Latrobe, PA",
"ACY","Atlantic City, NJ","RDU","Raleigh/Durham, NC",
"ACY","Atlantic City, NJ","PIT","Pittsburgh, PA",
"ACY","Atlantic City, NJ","BDL","Hartford, CT",
"ACY","Atlantic City, NJ","MHT","Manchester, NH",
"ACY","Atlantic City, NJ","RIC","Richmond, VA",
"ACY","Atlantic City, NJ","ROC","Rochester, NY",
"ACY","Atlantic City, NJ","FRG","East Farmingdale, NY",
"ADK","Adak Island, AK","CDB","Cold Bay, AK",
"ADK","Adak Island, AK","CDB","Cold Bay, AK",
"ADK","Adak Island, AK","ANC","Anchorage, AK",
"ADK","Adak Island, AK","DUT","Unalaska, AK",
"ADK","Adak Island, AK","ANC","Anchorage, AK",
"ADK","Adak Island, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ADQ","Kodiak, AK",
"ADQ","Kodiak, AK","ADQ","Kodiak, AK",
"ADQ","Kodiak, AK","HOM","Homer, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","SEA","Seattle, WA",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ADQ","Kodiak, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","ADQ","Kodiak, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","KYK","Karluk, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","DGB","Danger Bay, AK",
"ADQ","Kodiak, AK","KCQ","Chignik, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","09A","Homer, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","AKN","King Salmon, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","09A","Homer, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","EGX","Egegik, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","KYK","Karluk, AK",
"ADQ","Kodiak, AK","NNK","Naknek, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","SKJ","Sitkinak, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADS","Dallas, TX","GSP","Greer, SC",
"ADS","Dallas, TX","BTR","Baton Rouge, LA",
"ADS","Dallas, TX","5TX","Edinburg, TX",
"AET","Allakaket, AK","SCC","Deadhorse, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","AKP","Anaktuvuk Pass, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","AKP","Anaktuvuk Pass, AK",
"AET","Allakaket, AK","HUS","Hughes, AK",
"AET","Allakaket, AK","BTT","Bettles, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","HUS","Hughes, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","CXF","Coldfoot, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AEX","Alexandria, LA","DFW","Dallas/Fort Worth, TX",
"AEX","Alexandria, LA","DFW","Dallas/Fort Worth, TX",
"AEX","Alexandria, LA","IAH","Houston, TX",
"AEX","Alexandria, LA","ATL","Atlanta, GA",
"AEX","Alexandria, LA","CLT","Charlotte, NC",
"AEX","Alexandria, LA","BRO","Brownsville, TX",
"AEX","Alexandria, LA","SAT","San Antonio, TX",
"AEX","Alexandria, LA","EWR","Newark, NJ",
"AEX","Alexandria, LA","ELP","El Paso, TX",
"AEX","Alexandria, LA","GSO","Greensboro/High Point, NC",
"AEX","Alexandria, LA","BRO","Brownsville, TX",
"AEX","Alexandria, LA","SAN","San Diego, CA",
"AEX","Alexandria, LA","MDT","Harrisburg, PA",
"AEX","Alexandria, LA","AZA","Phoenix, AZ",
"AEX","Alexandria, LA","MSP","Minneapolis, MN",
"AEX","Alexandria, LA","SJU","San Juan, PR",
"AEX","Alexandria, LA","MIA","Miami, FL",
"AEX","Alexandria, LA","SAT","San Antonio, TX",
"AEX","Alexandria, LA","AEX","Alexandria, LA",
"AEX","Alexandria, LA","ELP","El Paso, TX",
"AEX","Alexandria, LA","GSO","Greensboro/High Point, NC",
"AEX","Alexandria, LA","BRO","Brownsville, TX",
"AEX","Alexandria, LA","TOL","Toledo, OH",
"AEX","Alexandria, LA","SAN","San Diego, CA",
"AEX","Alexandria, LA","MDT","Harrisburg, PA",
"AEX","Alexandria, LA","BTR","Baton Rouge, LA",
"AEX","Alexandria, LA","AZA","Phoenix, AZ",
"AEX","Alexandria, LA","CLL","College Station/Bryan, TX",
"AEX","Alexandria, LA","BED","Bedford, MA",
"AEX","Alexandria, LA","YUM","Yuma, AZ",
"AFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"AFW","Dallas/Fort Worth, TX","MAF","Midland/Odessa, TX",
"AFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"AFW","Dallas/Fort Worth, TX","SHV","Shreveport, LA",
"AFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"AFW","Dallas/Fort Worth, TX","AUS","Austin, TX",
"AFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"AFW","Dallas/Fort Worth, TX","SLC","Salt Lake City, UT",
"AFW","Dallas/Fort Worth, TX","OAK","Oakland, CA",
"AFW","Dallas/Fort Worth, TX","MSP","Minneapolis, MN",
"AFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"AFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"AFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"AFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ",
"AFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO",
"AFW","Dallas/Fort Worth, TX","HRL","Harlingen/San Benito, TX",
"AFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"AFW","Dallas/Fort Worth, TX","ONT","Ontario, CA",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"AFW","Dallas/Fort Worth, TX","OAK","Oakland, CA",
"AFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"AFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"AFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"AFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX",
"AFW","Dallas/Fort Worth, TX","ELP","El Paso, TX",
"AFW","Dallas/Fort Worth, TX","OAK","Oakland, CA",
"AFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"AFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"AFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"AFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"AFW","Dallas/Fort Worth, TX","ANC","Anchorage, AK",
"AFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"AFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"AFW","Dallas/Fort Worth, TX","PTK","Pontiac, MI",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"AFW","Dallas/Fort Worth, TX","SEA","Seattle, WA",
"AFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA",
"AFW","Dallas/Fort Worth, TX","JFK","New York, NY",
"AFW","Dallas/Fort Worth, TX","SJU","San Juan, PR",
"AFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"AFW","Dallas/Fort Worth, TX","TOL","Toledo, OH",
"AFW","Dallas/Fort Worth, TX","MSP","Minneapolis, MN",
"AFW","Dallas/Fort Worth, TX","PDX","Portland, OR",
"AFW","Dallas/Fort Worth, TX","PIT","Pittsburgh, PA",
"AFW","Dallas/Fort Worth, TX","JFK","New York, NY",
"AFW","Dallas/Fort Worth, TX","RIC","Richmond, VA",
"AFW","Dallas/Fort Worth, TX","MAF","Midland/Odessa, TX",
"AFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"AFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"AFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
